year,make,model,trim,body,transmission,state,odometer,color,sellingprice,odometer_custom
2013,Chevrolet,Impala,LTZ,sedan,automatic,nj,54456.0,white,11700.0,40k-60k
2010,Ford,Ranger,SPORT,cab,automatic,mi,68176.0,black,10400.0,60k-80k
2011,Lexus,GS 350,Base,sedan,automatic,pa,61008.0,black,21200.0,60k-80k
2014,Hyundai,Santa Fe Sport,Sport,suv,automatic,tx,31407.0,orange,18500.0,20k-40k
2012,Hyundai,Sonata Hybrid,Base,sedan,automatic,nc,25699.0,gray,14000.0,20k-40k
2010,Dodge,Ram Pickup 1500,SLT,cab,automatic,ca,109650.0,white,8900.0,More than 100k
2014,Chevrolet,Equinox,LTZ,suv,automatic,il,13492.0,gray,29000.0,0-20k
2014,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,,pa,23702.0,red,29000.0,20k-40k
2013,Ford,F-150,XLT,supercrew,automatic,tn,27708.0,—,23400.0,20k-40k
2010,Suzuki,SX4,Crossover,hatchback,automatic,mo,62307.0,gray,6000.0,60k-80k
2011,Nissan,Xterra,X,suv,automatic,nv,39680.0,silver,14500.0,20k-40k
2011,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,ca,35565.0,silver,19500.0,20k-40k
2011,Lincoln,MKX,Base,suv,,pa,55479.0,burgundy,22500.0,40k-60k
2014,Chevrolet,Silverado 2500HD,LT,cab,automatic,tx,28576.0,white,36100.0,20k-40k
2013,Hyundai,Sonata,GLS,sedan,automatic,nv,32548.0,white,11800.0,20k-40k
2013,Chevrolet,Impala,LTZ,sedan,automatic,fl,38620.0,black,12600.0,20k-40k
2013,Toyota,Corolla,LE,sedan,automatic,pa,41313.0,silver,11200.0,40k-60k
2012,Ford,Escape,XLS,suv,automatic,ga,149605.0,white,7600.0,More than 100k
2014,Dodge,Avenger,SE,sedan,automatic,co,32776.0,red,10600.0,20k-40k
2013,Ford,Fusion Energi,SE Luxury,sedan,automatic,ca,26833.0,white,22750.0,20k-40k
2011,Honda,CR-V,SE,suv,automatic,pa,31450.0,black,15200.0,20k-40k
2014,Kia,Optima,LX,sedan,,ga,14260.0,white,16000.0,0-20k
2012,Hyundai,Sonata,GLS,sedan,,pa,34150.0,red,11000.0,20k-40k
2011,Nissan,Altima,2.5,sedan,automatic,fl,41607.0,black,10800.0,40k-60k
2011,Ford,Taurus,SE,sedan,automatic,nc,69970.0,silver,11100.0,60k-80k
2013,Toyota,Prius,Two,hatchback,automatic,pa,46694.0,red,11400.0,40k-60k
2013,Chevrolet,Malibu,LS Fleet,sedan,automatic,mi,51302.0,white,10600.0,40k-60k
2012,Toyota,Camry,LE,sedan,automatic,ca,46856.0,gold,13300.0,40k-60k
2015,BMW,Z4,sDrive35i,convertible,automatic,nj,3905.0,black,36750.0,0-20k
2013,Nissan,Maxima,3.5 S,sedan,automatic,fl,57822.0,gray,14100.0,40k-60k
2011,Volvo,XC90,3.2,suv,automatic,ca,21327.0,black,24500.0,20k-40k
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,,fl,37765.0,white,17900.0,20k-40k
2012,Acura,TSX,Base,sedan,,pa,27310.0,gray,16600.0,20k-40k
2013,Nissan,Rogue,SV,suv,,pr,18286.0,gray,16200.0,0-20k
2011,Nissan,Rogue,S,suv,automatic,fl,34266.0,black,11600.0,20k-40k
2013,Hyundai,Sonata,GLS,sedan,automatic,nj,20623.0,blue,10600.0,20k-40k
2012,BMW,5 Series,528i xDrive,sedan,automatic,ga,44116.0,gray,27400.0,40k-60k
2013,Ford,Edge,SEL,suv,automatic,il,21535.0,silver,23300.0,20k-40k
2014,Honda,CR-V,EX-L,suv,automatic,tx,15590.0,brown,24600.0,0-20k
2011,Cadillac,Escalade,Premium,suv,automatic,fl,50479.0,black,34000.0,40k-60k
2013,Ford,Escape,SE,suv,automatic,tx,68740.0,white,14000.0,60k-80k
2013,Nissan,Altima,2.5 S,coupe,,tx,52010.0,white,11200.0,40k-60k
2013,Cadillac,SRX,Luxury,suv,automatic,nj,40222.0,gray,24300.0,40k-60k
2012,Honda,Odyssey,LX,van,automatic,tn,33592.0,silver,13200.0,20k-40k
2013,Ford,F-150,XLT,cab,automatic,tn,28100.0,red,22900.0,20k-40k
2010,Chevrolet,Camaro,2LT,coupe,automatic,fl,62446.0,red,17000.0,60k-80k
2010,GMC,Yukon XL,Denali,suv,automatic,nv,84210.0,silver,26000.0,80k-100k
2013,Ford,Focus,SE,sedan,automatic,mi,10377.0,black,12400.0,0-20k
2012,Toyota,Camry,SE,sedan,automatic,oh,33932.0,red,14500.0,20k-40k
2012,Honda,Civic,LX,sedan,automatic,ca,24298.0,black,11500.0,20k-40k
2013,Mazda,CX-9,Grand Touring,suv,,pa,24702.0,green,26750.0,20k-40k
2014,Ford,Explorer,Limited,suv,automatic,ga,21581.0,silver,28900.0,20k-40k
2010,Ford,Escape,XLT,suv,automatic,mi,45644.0,white,11000.0,40k-60k
2012,Audi,Q5,3.2 Premium Plus quattro,suv,automatic,ca,31490.0,silver,32500.0,20k-40k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,fl,38209.0,white,19200.0,20k-40k
2014,Ford,Fusion,SE,sedan,automatic,ms,12866.0,—,15000.0,0-20k
2011,Hyundai,Sonata,GLS,sedan,automatic,oh,66116.0,black,9700.0,60k-80k
2015,Nissan,Altima,2.5,sedan,,pa,8615.0,silver,14600.0,0-20k
2012,Acura,TL,Technology Package,sedan,automatic,nv,31956.0,silver,21750.0,20k-40k
2012,Infiniti,G Sedan,G37x,sedan,automatic,co,22586.0,silver,16100.0,20k-40k
2012,Dodge,Grand Caravan,American Value Package,van,automatic,tn,80369.0,silver,9500.0,80k-100k
2012,Volkswagen,Jetta,SE PZEV,sedan,automatic,ca,11038.0,—,9500.0,0-20k
2012,Toyota,Corolla,LE,sedan,automatic,ga,25150.0,gray,11900.0,20k-40k
2012,Kia,Optima,LX,sedan,automatic,nj,44392.0,gray,11000.0,40k-60k
2011,Chevrolet,Impala,LS Fleet,sedan,automatic,pa,56413.0,beige,6700.0,40k-60k
2011,Chevrolet,Silverado 1500,LT,cab,automatic,nc,85776.0,white,22700.0,80k-100k
2012,Jeep,Patriot,Limited,suv,,pa,31461.0,white,13900.0,20k-40k
2014,MINI,Cooper Clubman,Base,hatchback,automatic,nj,5442.0,green,18500.0,0-20k
2012,Chevrolet,Malibu,LT,sedan,,pa,35611.0,beige,9000.0,20k-40k
2012,Ford,Escape,XLT,suv,automatic,pa,37718.0,gray,13600.0,20k-40k
2014,Chevrolet,Equinox,LT,suv,automatic,wa,35789.0,beige,18300.0,20k-40k
2013,Chrysler,200,Limited,sedan,automatic,oh,16440.0,white,13000.0,0-20k
2011,Toyota,Tacoma,V6,cab,automatic,mo,33861.0,silver,24100.0,20k-40k
2010,GMC,Acadia,SLT-1,suv,automatic,mn,117854.0,charcoal,13750.0,More than 100k
2013,Chevrolet,Impala,LTZ,sedan,automatic,ca,38214.0,black,13700.0,20k-40k
2014,Ford,Mustang,V6,convertible,automatic,ca,58055.0,silver,13100.0,40k-60k
2013,Infiniti,G Coupe,G37 Sport,coupe,automatic,ca,19844.0,gray,22000.0,0-20k
2012,Infiniti,G Sedan,G37x,sedan,automatic,nj,53585.0,black,17200.0,40k-60k
2013,Chevrolet,Camaro,LT,convertible,automatic,ca,32728.0,white,18700.0,20k-40k
2011,Nissan,Murano,SV,suv,,ca,39646.0,silver,17250.0,20k-40k
2011,Chevrolet,Equinox,LT2,suv,automatic,ca,63475.0,silver,14500.0,60k-80k
2014,Lexus,IS 250,Base,sedan,automatic,fl,20081.0,red,27000.0,20k-40k
2012,Ford,Focus,SEL,sedan,automatic,tx,64459.0,black,8500.0,60k-80k
2013,Honda,Pilot,EX-L,suv,automatic,fl,23489.0,gray,26200.0,20k-40k
2011,Ford,Ranger,XL,cab,automatic,nc,101213.0,white,7200.0,More than 100k
2014,Kia,Soul,+,wagon,automatic,nv,8326.0,blue,15700.0,0-20k
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,,pa,37684.0,black,18600.0,20k-40k
2013,Subaru,Legacy,3.6R Limited,sedan,automatic,tx,19999.0,blue,21400.0,0-20k
2011,Audi,A4,2.0T Premium,sedan,automatic,fl,53075.0,gray,13900.0,40k-60k
2015,Audi,A3,1.8 TFSI Premium,sedan,,ga,4040.0,gray,23600.0,0-20k
2012,Porsche,911,Carrera S (Midyear Redesign),coupe,manual,pa,20369.0,silver,65000.0,20k-40k
2014,Dodge,Journey,SXT,suv,automatic,fl,18856.0,white,16700.0,0-20k
2011,GMC,Sierra 1500,SL,cab,automatic,tn,25996.0,blue,21700.0,20k-40k
2014,Toyota,Camry,SE,sedan,automatic,wa,14654.0,silver,16900.0,0-20k
2013,Ford,Escape,SE,suv,automatic,pr,35944.0,gray,16500.0,20k-40k
2014,Dodge,Challenger,SXT,coupe,automatic,tx,8566.0,black,16600.0,0-20k
2014,Jeep,Cherokee,Latitude,suv,,pa,31658.0,red,19000.0,20k-40k
2010,Nissan,Frontier,SE,cab,automatic,ca,61935.0,gray,13000.0,60k-80k
2014,MINI,Cooper Paceman,S,hatchback,automatic,oh,6668.0,blue,19250.0,0-20k
2013,Ford,Fusion Hybrid,SE,sedan,automatic,tn,21320.0,white,8300.0,20k-40k
2014,Ford,Expedition,Limited,suv,automatic,wa,17186.0,black,37500.0,0-20k
2014,Hyundai,Sonata,GLS,sedan,automatic,fl,18070.0,red,13700.0,0-20k
2013,Ford,C-Max Energi,SEL,wagon,automatic,ca,24679.0,white,19900.0,20k-40k
2013,Chevrolet,Impala,LT Fleet,sedan,automatic,in,47552.0,black,11100.0,40k-60k
2011,Chevrolet,Equinox,LS,suv,automatic,pa,82455.0,beige,10900.0,80k-100k
2014,Honda,Accord,Sport,sedan,manual,fl,14854.0,black,18800.0,0-20k
2012,Volkswagen,Jetta,SE,sedan,automatic,il,30640.0,—,8400.0,20k-40k
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,sedan,automatic,oh,30608.0,silver,28750.0,20k-40k
2011,Toyota,4Runner,Limited,suv,automatic,fl,76722.0,black,28500.0,60k-80k
2011,Jeep,Grand Cherokee,Limited,suv,automatic,wi,61576.0,red,22750.0,60k-80k
2014,Ram,2500,SLT,cab,automatic,pa,30858.0,white,35200.0,20k-40k
2011,Land Rover,Range Rover Sport,Supercharged,suv,automatic,tx,43437.0,black,40500.0,40k-60k
2010,GMC,Sierra 1500,SLE,cab,automatic,sc,106770.0,black,23400.0,More than 100k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,fl,26552.0,gray,19000.0,20k-40k
2014,Kia,Forte,LX,sedan,automatic,ga,38615.0,beige,10200.0,20k-40k
2012,Volkswagen,Beetle,2.5L,hatchback,automatic,fl,8485.0,black,13800.0,0-20k
2013,Audi,A5,2.0T Premium quattro,coupe,automatic,fl,12966.0,black,26200.0,0-20k
2012,Ford,Edge,SEL,suv,automatic,fl,45260.0,—,16900.0,40k-60k
2015,Toyota,Camry,SE,sedan,automatic,fl,2799.0,silver,19000.0,0-20k
2011,Mercedes-Benz,S-Class,S550 4MATIC,sedan,automatic,oh,93039.0,gray,27000.0,80k-100k
2013,Lincoln,MKZ,Base,sedan,automatic,mn,30928.0,—,20600.0,20k-40k
2012,Chevrolet,Traverse,LT,suv,automatic,fl,55202.0,blue,17300.0,40k-60k
2013,Ford,Focus,SE,sedan,automatic,oh,29883.0,black,10900.0,20k-40k
2013,Nissan,Sentra,FE+ SV,sedan,automatic,fl,36266.0,gray,10800.0,20k-40k
2012,Kia,Optima,Hybrid,sedan,automatic,fl,30293.0,beige,11500.0,20k-40k
2012,Nissan,Rogue,S,suv,automatic,tn,35380.0,black,13800.0,20k-40k
2013,Honda,Odyssey,EX-L,van,,co,42707.0,white,26000.0,40k-60k
2011,Infiniti,G Sedan,G37x,sedan,automatic,il,25589.0,gray,19400.0,20k-40k
2013,Mitsubishi,Outlander,SE,suv,automatic,mo,38305.0,blue,14900.0,20k-40k
2013,Chrysler,200,Touring,sedan,automatic,il,41437.0,red,10500.0,40k-60k
2014,Kia,Forte,LX,sedan,automatic,wa,38730.0,blue,11700.0,20k-40k
2012,Jeep,Wrangler,Unlimited Sahara,suv,automatic,tn,27942.0,—,27500.0,20k-40k
2013,Infiniti,JX,JX35,suv,automatic,tx,17177.0,white,34000.0,0-20k
2011,Nissan,Maxima,3.5 SV,sedan,automatic,pa,27794.0,white,17800.0,20k-40k
2014,Ford,Fusion,SE,sedan,automatic,sc,62991.0,white,13300.0,60k-80k
2014,Chevrolet,Equinox,LT,suv,automatic,tn,16773.0,gray,21000.0,0-20k
2012,Volkswagen,Passat,S PZEV,sedan,,pa,31596.0,white,8900.0,20k-40k
2014,Subaru,Impreza,2.0i Premium PZEV,hatchback,automatic,wa,19009.0,blue,17700.0,0-20k
2011,BMW,3 Series,328i,sedan,automatic,ga,63333.0,black,15000.0,60k-80k
2014,Chevrolet,Impala Limited,LTZ Fleet,sedan,,pa,16528.0,silver,15000.0,0-20k
2012,Chevrolet,Silverado 3500HD,LTZ,cab,automatic,ut,77686.0,blue,35600.0,60k-80k
2010,Volkswagen,Routan,SE,van,automatic,ca,56711.0,blue,9000.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,fl,23007.0,—,13800.0,20k-40k
2013,Ford,Edge,Limited,suv,automatic,va,26997.0,black,22100.0,20k-40k
2014,Chevrolet,Impala Limited,LT Fleet,sedan,automatic,il,12557.0,white,13400.0,0-20k
2013,Toyota,Tacoma,Base,cab,automatic,pr,45724.0,silver,18300.0,40k-60k
2010,Chevrolet,Camaro,1SS,coupe,automatic,nc,100370.0,orange,17300.0,More than 100k
2012,Ford,Escape,XLT,suv,automatic,fl,33101.0,black,16700.0,20k-40k
2014,Chevrolet,Impala Limited,LS Fleet,sedan,automatic,il,8149.0,gray,12000.0,0-20k
2014,Honda,Civic,Si,coupe,manual,wi,6635.0,black,17400.0,0-20k
2013,Chevrolet,Equinox,LT,suv,automatic,in,29737.0,white,15900.0,20k-40k
2013,Nissan,Sentra,S,sedan,,pa,6458.0,black,11600.0,0-20k
2012,Chrysler,200,Limited,sedan,automatic,il,34588.0,blue,11800.0,20k-40k
2010,Toyota,Camry Hybrid,Base,sedan,automatic,mi,121552.0,white,8400.0,More than 100k
2013,Ford,Fusion,SE,sedan,automatic,mi,35429.0,burgundy,14300.0,20k-40k
2012,Kia,Sportage,EX,suv,automatic,pr,19229.0,white,14600.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,ca,40931.0,charcoal,13500.0,40k-60k
2013,Chevrolet,Sonic,LT,hatchback,automatic,wi,44962.0,silver,8600.0,40k-60k
2014,Ford,Fiesta,ST,hatchback,manual,tx,18026.0,black,16000.0,0-20k
2013,Ford,E-Series Wagon,E-350 Super Duty XL,van,automatic,ma,34638.0,white,18150.0,20k-40k
2012,Acura,TL,Advance Package,sedan,automatic,nv,26053.0,silver,24250.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,nj,41239.0,black,10800.0,40k-60k
2012,Lexus,RX 350,Base,suv,automatic,wa,28748.0,black,29000.0,20k-40k
2014,Chrysler,300,S,sedan,automatic,ga,14853.0,red,23300.0,0-20k
2012,Dodge,Grand Caravan,SXT,van,automatic,ca,72685.0,silver,10300.0,60k-80k
2013,Ford,Fusion,SE,sedan,automatic,oh,8166.0,white,14900.0,0-20k
2011,Ford,F-150,XLT,supercrew,automatic,mi,75291.0,white,19200.0,60k-80k
2012,Kia,Optima,EX,sedan,automatic,ca,42968.0,gray,14900.0,40k-60k
2012,Acura,TL,Base,sedan,automatic,nv,41535.0,silver,21500.0,40k-60k
2013,Chevrolet,Malibu,LT,sedan,automatic,nc,69600.0,silver,10900.0,60k-80k
2014,Ford,Fusion,Titanium,sedan,automatic,nj,30991.0,black,18800.0,20k-40k
2012,Hyundai,Sonata,GLS,sedan,,pa,22806.0,black,12000.0,20k-40k
2010,Chevrolet,Avalanche,LTZ,cab,automatic,la,62673.0,black,23500.0,60k-80k
2012,BMW,X5,xDrive50i,suv,automatic,nj,73208.0,white,30250.0,60k-80k
2013,Infiniti,G Sedan,G37x,sedan,automatic,fl,29998.0,silver,19200.0,20k-40k
2012,Ford,F-150,Lariat,supercrew,,fl,24708.0,silver,28500.0,20k-40k
2014,Subaru,Outback,2.5i Premium PZEV,wagon,automatic,nj,22766.0,silver,24200.0,20k-40k
2013,Dodge,Journey,SE,suv,automatic,tx,17772.0,silver,13400.0,0-20k
2013,Nissan,Rogue,SV,suv,automatic,pa,34218.0,blue,18100.0,20k-40k
2012,Chevrolet,Equinox,LS,suv,automatic,nc,13429.0,silver,15800.0,0-20k
2012,Chevrolet,Traverse,LS,suv,automatic,pa,55394.0,silver,14500.0,40k-60k
2013,Chrysler,Town and Country,Touring,van,automatic,ma,65023.0,red,13900.0,60k-80k
2012,BMW,3 Series,335i,convertible,automatic,ca,44492.0,gray,25500.0,40k-60k
2012,Jeep,Wrangler,Unlimited Sahara,suv,manual,nj,55886.0,black,26200.0,40k-60k
2015,Kia,Soul,Base,wagon,automatic,tn,4054.0,green,14000.0,0-20k
2013,Dodge,Dart,SXT,sedan,automatic,il,12383.0,red,12350.0,0-20k
2010,Ford,Escape Hybrid,Base,suv,automatic,il,118465.0,—,12700.0,More than 100k
2014,Ford,Focus,SE,sedan,automatic,fl,17501.0,—,12600.0,0-20k
2013,Ram,2500,Laramie,cab,automatic,ca,63622.0,gray,38250.0,60k-80k
2012,GMC,Sierra 2500HD,SLE,cab,automatic,ut,107019.0,silver,18000.0,More than 100k
2013,Hyundai,Elantra,GLS,sedan,automatic,fl,6332.0,blue,13500.0,0-20k
2013,Chevrolet,Malibu,LS Fleet,sedan,automatic,mi,50405.0,white,11200.0,40k-60k
2011,Toyota,Camry,LE,sedan,automatic,fl,158861.0,black,7500.0,More than 100k
2012,BMW,3 Series,328i,sedan,automatic,ca,43081.0,gray,23750.0,40k-60k
2011,Ford,Flex,SEL,wagon,automatic,md,50615.0,blue,16400.0,40k-60k
2014,Ford,Explorer,XLT,suv,automatic,il,31934.0,brown,24500.0,20k-40k
2013,Ford,Escape,SE,suv,automatic,mo,22490.0,green,16800.0,20k-40k
2014,Nissan,Sentra,SV,sedan,automatic,pa,35461.0,red,11200.0,20k-40k
2011,Ford,Escape,XLS,suv,automatic,fl,29441.0,—,12900.0,20k-40k
2011,Kia,Sorento,Base,suv,automatic,fl,66981.0,silver,10600.0,60k-80k
2012,Nissan,Altima,2.5 S,sedan,automatic,nj,26531.0,white,14400.0,20k-40k
2013,Chevrolet,Cruze,2LT,sedan,automatic,tx,60646.0,silver,9900.0,60k-80k
2014,Nissan,Murano CrossCabriolet,Base,suv,,ca,3.0,black,32750.0,0-20k
2015,Toyota,Tacoma,PreRunner V6,cab,automatic,oh,12542.0,silver,25000.0,0-20k
2014,Chrysler,200,LX,sedan,automatic,nj,15603.0,black,11500.0,0-20k
2015,Chevrolet,Silverado 2500HD,LT,cab,automatic,tx,21664.0,white,42500.0,20k-40k
2012,Honda,Civic,LX,sedan,automatic,pa,45769.0,silver,10300.0,40k-60k
2012,Volkswagen,Jetta,SE PZEV,sedan,automatic,ca,64675.0,white,8500.0,60k-80k
2013,Mazda,Mazda3,i Sport,sedan,,pa,57221.0,white,9900.0,40k-60k
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,sedan,automatic,nv,31720.0,burgundy,15100.0,20k-40k
2013,GMC,Terrain,SLE-1,suv,automatic,fl,30622.0,black,15600.0,20k-40k
2013,Chevrolet,Suburban,LT 1500,suv,automatic,nv,38903.0,brown,26600.0,20k-40k
2010,Dodge,Journey,SE,suv,automatic,tx,75491.0,black,8000.0,60k-80k
2013,Nissan,Versa,1.6 S Plus,sedan,,ca,19855.0,—,8750.0,0-20k
2013,Chevrolet,Malibu,LS Fleet,sedan,automatic,nj,50188.0,black,10200.0,40k-60k
2011,Toyota,Highlander,Limited,suv,automatic,mi,97494.0,black,21500.0,80k-100k
2012,Ram,2500,SLT,cab,automatic,tx,91895.0,white,25500.0,80k-100k
2010,Dodge,Ram Pickup 1500,SLT,cab,automatic,mi,112203.0,white,17100.0,More than 100k
2010,GMC,Sierra 1500,SLE,cab,automatic,mi,55969.0,blue,19500.0,40k-60k
2013,Hyundai,Elantra,GLS,sedan,,pa,14944.0,silver,10300.0,0-20k
2014,GMC,Savana Cargo,2500,van,automatic,or,13986.0,white,19000.0,0-20k
2014,Nissan,Altima,2.5 S,sedan,automatic,ga,34113.0,black,13900.0,20k-40k
2013,Kia,Optima,LX,sedan,automatic,ca,79737.0,white,10500.0,60k-80k
2014,Ford,F-150,Lariat,supercrew,automatic,ga,32084.0,white,35400.0,20k-40k
2012,Hyundai,Sonata,SE,sedan,automatic,fl,24662.0,gray,16000.0,20k-40k
2012,Audi,A5,2.0T Premium quattro,convertible,automatic,nj,42216.0,white,24200.0,40k-60k
2013,BMW,7 Series,750Li xDrive,sedan,automatic,wi,28150.0,white,56250.0,20k-40k
2013,Toyota,Venza,LE,wagon,automatic,ca,39490.0,silver,17200.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,hi,33195.0,—,12000.0,20k-40k
2014,Toyota,Camry,LE,sedan,automatic,fl,24031.0,silver,15200.0,20k-40k
2012,Nissan,Maxima,3.5 S,sedan,automatic,nc,96756.0,silver,12300.0,80k-100k
2013,Honda,Pilot,EX-L,suv,automatic,il,11181.0,silver,25100.0,0-20k
2014,Ram,1500,SLT,cab,automatic,tx,30179.0,gray,28250.0,20k-40k
2011,Ford,Escape,XLS,suv,automatic,ca,77108.0,silver,9500.0,60k-80k
2012,Infiniti,G Coupe,G37x,coupe,automatic,il,38178.0,black,24000.0,20k-40k
2014,Nissan,Versa Note,1.6 SV,hatchback,automatic,ca,7969.0,white,14250.0,0-20k
2012,Kia,Forte,EX,sedan,automatic,il,29756.0,black,10100.0,20k-40k
2012,Ford,Fiesta,SE,sedan,automatic,tx,69027.0,silver,7100.0,60k-80k
2015,BMW,3 Series Gran Turismo,328i xDrive SULEV,hatchback,automatic,nj,4249.0,—,36500.0,0-20k
2011,Toyota,Camry,XLE,sedan,automatic,ga,7794.0,—,16400.0,0-20k
2012,Honda,Odyssey,EX,van,,pa,25642.0,silver,17200.0,20k-40k
2014,Lexus,ES 350,Base,sedan,automatic,fl,20666.0,silver,31500.0,20k-40k
2014,Nissan,Sentra,S,sedan,,nj,19438.0,purple,12100.0,0-20k
2014,Volkswagen,Jetta SportWagen,S PZEV,wagon,automatic,wa,32012.0,black,13400.0,20k-40k
2014,Ford,Focus,SE,hatchback,automatic,mi,6900.0,red,13600.0,0-20k
2013,Lexus,RX 350,Base,suv,automatic,wi,22218.0,black,31900.0,20k-40k
2011,Ford,F-150,XL,cab,automatic,fl,139536.0,blue,9600.0,More than 100k
2013,Nissan,Altima,2.5,sedan,automatic,fl,26415.0,black,18800.0,20k-40k
2014,Jeep,Compass,Latitude,suv,automatic,mi,25217.0,red,18000.0,20k-40k
2013,Infiniti,JX,JX35,suv,automatic,fl,38454.0,white,30500.0,20k-40k
2012,Dodge,Charger,SE,sedan,automatic,il,90942.0,silver,10800.0,80k-100k
2013,Ford,Escape,SE,suv,automatic,va,58271.0,white,14000.0,40k-60k
2013,Nissan,Altima,2.5,sedan,automatic,il,59159.0,silver,11700.0,40k-60k
2013,Nissan,Maxima,3.5 S,sedan,automatic,nj,56080.0,silver,13300.0,40k-60k
2013,Lexus,GS 350,Base,sedan,automatic,oh,19644.0,black,34600.0,0-20k
2012,BMW,5 Series,535i,sedan,automatic,ca,35977.0,gray,34500.0,20k-40k
2012,Hyundai,Elantra,Limited,sedan,automatic,fl,35743.0,brown,12500.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,fl,24998.0,white,12000.0,20k-40k
2014,Ford,E-Series Van,E-250,van,automatic,tx,10797.0,white,19600.0,0-20k
2012,Nissan,Altima,2.5 S,sedan,automatic,fl,28193.0,white,12000.0,20k-40k
2010,Mercedes-Benz,E-Class,E350 4MATIC,sedan,,pa,63250.0,black,20400.0,60k-80k
2013,smart,fortwo,pure coupe,hatchback,automatic,ca,14734.0,—,8750.0,0-20k
2012,Nissan,Altima,2.5,sedan,automatic,il,36982.0,black,11000.0,20k-40k
2011,Ford,Edge,Sport,suv,automatic,tx,55168.0,black,23000.0,40k-60k
2013,Mitsubishi,Lancer,ES,sedan,automatic,nj,54549.0,silver,9000.0,40k-60k
2011,Chevrolet,Silverado 1500,LS,cab,automatic,mi,32965.0,silver,18900.0,20k-40k
2014,Jeep,Grand Cherokee,Limited,suv,automatic,fl,20731.0,white,30400.0,20k-40k
2014,Chrysler,Town and Country,Touring,van,automatic,fl,21318.0,gold,18400.0,20k-40k
2012,Jeep,Grand Cherokee,Laredo,suv,,pa,42210.0,gray,23800.0,40k-60k
2012,Ford,Escape,XLT,suv,automatic,nj,32391.0,gray,16700.0,20k-40k
2013,Ford,Focus,SE,hatchback,automatic,mo,42318.0,—,10700.0,40k-60k
2013,Infiniti,G Sedan,G37 Journey,sedan,automatic,ca,12468.0,gray,21500.0,0-20k
2011,Hyundai,Sonata,Limited,sedan,automatic,ms,103971.0,red,9200.0,More than 100k
2012,Infiniti,M,M56,sedan,automatic,ca,33834.0,white,31250.0,20k-40k
2014,Subaru,XV Crosstrek,Premium,suv,automatic,wa,26170.0,silver,20600.0,20k-40k
2012,Hyundai,Veloster,Base,hatchback,automatic,tn,42750.0,—,12200.0,40k-60k
2012,Cadillac,SRX,Luxury,suv,automatic,mi,38140.0,black,20700.0,20k-40k
2011,Toyota,Prius,Three,hatchback,automatic,pa,19006.0,white,13700.0,0-20k
2011,Honda,CR-V,EX,suv,automatic,va,42077.0,black,15800.0,40k-60k
2013,Volkswagen,Passat,SE PZEV,sedan,automatic,fl,69970.0,black,11500.0,60k-80k
2012,Lexus,RX 350,Base,suv,automatic,wi,54285.0,black,25600.0,40k-60k
2013,Toyota,Corolla,LE,sedan,automatic,fl,46305.0,silver,11300.0,40k-60k
2012,Lexus,RX 350,Base,suv,automatic,fl,44755.0,black,26000.0,40k-60k
2014,Chrysler,200,Touring,sedan,automatic,mn,18693.0,red,13600.0,0-20k
2012,Honda,Civic,LX,coupe,automatic,il,9985.0,gray,12700.0,0-20k
2012,BMW,3 Series,328i,sedan,automatic,ca,28465.0,black,27250.0,20k-40k
2012,MINI,Cooper,Base,hatchback,automatic,ca,34507.0,red,10000.0,20k-40k
2011,Ford,Fusion,SEL,sedan,automatic,wi,84743.0,—,8000.0,80k-100k
2013,Hyundai,Sonata,GLS,sedan,,pa,21434.0,blue,14100.0,20k-40k
2011,Ford,F-250 Super Duty,Lariat,cab,,pa,52269.0,white,36600.0,40k-60k
2012,Nissan,Sentra,2.0 SR,sedan,automatic,ca,40094.0,white,10750.0,40k-60k
2012,Nissan,Maxima,3.5 SV,sedan,automatic,il,32627.0,blue,19000.0,20k-40k
2013,Ford,Fusion,Titanium,sedan,automatic,il,8835.0,silver,20400.0,0-20k
2012,Infiniti,QX,QX56,suv,,pa,29047.0,black,44500.0,20k-40k
2011,Kia,Sorento,LX,suv,automatic,ma,98945.0,blue,9900.0,80k-100k
2012,Chrysler,200,LX,sedan,automatic,ga,63022.0,red,6400.0,60k-80k
2014,Dodge,Charger,SE,sedan,automatic,fl,20702.0,gray,16200.0,20k-40k
2011,BMW,3 Series,335i,sedan,automatic,ca,29986.0,white,23750.0,20k-40k
2015,Kia,Sportage,LX,suv,automatic,mo,24407.0,green,18400.0,20k-40k
2012,Toyota,RAV4,Base,suv,automatic,az,41725.0,gray,11500.0,40k-60k
2014,Land Rover,Range Rover Sport,HSE,suv,automatic,ca,7147.0,white,76500.0,0-20k
