year,make,model,trim,body,transmission,state,odometer,color,sellingprice,odometer_custom
2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,automatic,wi,18863.0,—,26000.0,0-20k
2012,Toyota,Camry,SE,sedan,automatic,ga,44823.0,—,12800.0,40k-60k
2012,Chrysler,200,Touring,sedan,automatic,nc,35172.0,silver,10900.0,20k-40k
2012,Nissan,Sentra,2.0 S,sedan,automatic,ga,25836.0,white,8500.0,20k-40k
2012,BMW,6 Series,650i,convertible,automatic,ca,29369.0,red,45500.0,20k-40k
2013,Chrysler,200,LX,sedan,automatic,ca,54736.0,gray,6800.0,40k-60k
2012,Ford,Escape,XLT,suv,automatic,fl,32828.0,black,16200.0,20k-40k
2012,Chevrolet,Malibu,LT,sedan,,az,80711.0,brown,8600.0,80k-100k
2013,Volkswagen,Jetta,SE,sedan,automatic,ne,17688.0,beige,13100.0,0-20k
2014,Dodge,Grand Caravan,SXT,van,automatic,fl,18474.0,white,17000.0,0-20k
2014,Chevrolet,Malibu,LS,sedan,automatic,nc,8285.0,black,15300.0,0-20k
2014,Hyundai,Santa Fe Sport,Sport 2.0T,suv,automatic,tx,6746.0,silver,23200.0,0-20k
2014,Ford,Focus,SE,sedan,automatic,fl,30437.0,—,10100.0,20k-40k
2013,Nissan,Altima,2.5 S,coupe,automatic,tx,56043.0,black,11500.0,40k-60k
2014,Chrysler,Town and Country,Touring,van,automatic,ca,34482.0,white,9300.0,20k-40k
2010,BMW,3 Series,328i,convertible,automatic,ga,45447.0,black,17800.0,40k-60k
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,ne,58858.0,white,9300.0,40k-60k
2015,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,van,automatic,nv,5026.0,white,18200.0,0-20k
2014,Chrysler,300,Base,sedan,,on,20564.0,black,18000.0,20k-40k
2013,Nissan,Quest,SV,van,automatic,ga,57413.0,gold,14400.0,40k-60k
2013,Porsche,Boxster,S,convertible,automatic,fl,33570.0,white,49600.0,20k-40k
2012,Volkswagen,Passat,TDI SE,sedan,automatic,fl,41092.0,white,16300.0,40k-60k
2012,Nissan,Rogue,SV,suv,automatic,nj,43294.0,silver,15600.0,40k-60k
2012,Ram,3500,Laramie,cab,automatic,tx,140884.0,white,30400.0,More than 100k
2012,Hyundai,Veloster,Base,hatchback,automatic,nj,54021.0,silver,11000.0,40k-60k
2012,Nissan,Leaf,SL,hatchback,automatic,wa,11980.0,black,11100.0,0-20k
2013,Infiniti,G Sedan,G37x,sedan,automatic,fl,17666.0,gray,22600.0,0-20k
2013,Chevrolet,Equinox,LS,suv,automatic,fl,63164.0,black,13500.0,60k-80k
2012,Ford,Fusion,SEL,sedan,automatic,mn,94695.0,silver,7200.0,80k-100k
2011,Chrysler,200,Limited,sedan,automatic,ca,60103.0,silver,10500.0,60k-80k
2013,Ford,F-150,STX,cab,automatic,nv,28877.0,gray,17500.0,20k-40k
2012,Infiniti,G Sedan,G37 Journey,sedan,automatic,ca,25094.0,gray,21500.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,automatic,fl,19218.0,black,11100.0,0-20k
2012,Ford,F-250 Super Duty,XL,cab,automatic,tx,121934.0,white,15500.0,More than 100k
2010,Toyota,RAV4,Base,suv,automatic,il,92751.0,red,10500.0,80k-100k
2010,Ford,F-150,FX4,supercrew,automatic,oh,49965.0,gray,21800.0,40k-60k
2013,Chrysler,200,LX,sedan,automatic,fl,45816.0,silver,9100.0,40k-60k
2013,Toyota,Yaris,LE,hatchback,automatic,pr,44977.0,white,10700.0,40k-60k
2014,Ford,Mustang,V6,coupe,manual,fl,20345.0,black,18400.0,20k-40k
2012,Ford,Focus,SE,sedan,automatic,fl,28956.0,gray,10000.0,20k-40k
2014,Ford,Fusion,Titanium,sedan,automatic,ga,23535.0,—,18000.0,20k-40k
2010,BMW,6 Series,650i,convertible,automatic,ga,77616.0,black,28300.0,60k-80k
2014,Hyundai,Accent,GLS,sedan,automatic,ca,19314.0,blue,7000.0,0-20k
2013,Dodge,Charger,R/T,sedan,automatic,in,34240.0,white,23000.0,20k-40k
2011,Chevrolet,Camaro,2SS,coupe,automatic,ga,34516.0,gray,19300.0,20k-40k
2014,Acura,TSX,Base,sedan,,pa,9112.0,gray,20700.0,0-20k
2011,MINI,Cooper Countryman,Base,wagon,,mo,56407.0,black,13200.0,40k-60k
2013,Lincoln,MKS,Base,sedan,automatic,mi,19529.0,gray,26700.0,0-20k
2012,Honda,Civic,LX,sedan,automatic,pa,25232.0,—,10200.0,20k-40k
2012,Ford,Focus,SEL,sedan,automatic,ca,21890.0,black,11500.0,20k-40k
2013,Chevrolet,Malibu,LT,sedan,,co,53440.0,blue,12200.0,40k-60k
2014,Chevrolet,Equinox,LS,suv,automatic,ga,13054.0,black,16600.0,0-20k
2011,BMW,M3,Base,convertible,automatic,ca,43674.0,blue,36750.0,40k-60k
2012,BMW,5 Series,528i xDrive,sedan,,pa,29958.0,blue,29250.0,20k-40k
2012,Ford,Escape,XLT,suv,automatic,nj,46278.0,black,13000.0,40k-60k
2012,BMW,5 Series,535i,sedan,automatic,fl,23503.0,silver,30800.0,20k-40k
2012,Nissan,Maxima,3.5 SV,sedan,automatic,fl,25177.0,beige,15800.0,20k-40k
2013,Mitsubishi,Lancer Evolution,GSR,sedan,manual,pa,21483.0,white,29750.0,20k-40k
2010,Dodge,Caliber,SXT Fleet,wagon,automatic,ga,83713.0,black,4800.0,80k-100k
2011,Kia,Soul,!,wagon,automatic,mo,45736.0,gray,10300.0,40k-60k
2012,Hyundai,Sonata Hybrid,Base,sedan,automatic,tx,29003.0,red,16600.0,20k-40k
2014,Dodge,Avenger,SE,sedan,automatic,tx,15278.0,blue,10000.0,0-20k
2014,Chrysler,Town and Country,Touring-L,van,automatic,tn,44312.0,white,19500.0,40k-60k
2013,Kia,Rio,LX,hatchback,automatic,fl,30094.0,red,10300.0,20k-40k
2012,Chevrolet,Malibu,LS Fleet,sedan,,nj,62690.0,black,9000.0,60k-80k
2012,Infiniti,G Sedan,G25x,sedan,automatic,nj,49701.0,white,15600.0,40k-60k
2012,Land Rover,Range Rover Sport,Supercharged,suv,automatic,ca,19051.0,black,62500.0,0-20k
2013,Dodge,Grand Caravan,SXT,van,automatic,ca,65251.0,blue,12000.0,60k-80k
2014,Ford,Fusion,SE,sedan,automatic,mo,35188.0,white,15100.0,20k-40k
2012,Mazda,Mazda6,i Sport,sedan,automatic,tn,53647.0,silver,9100.0,40k-60k
2012,Toyota,Sienna,XLE 8-Passenger,van,automatic,fl,27134.0,green,26800.0,20k-40k
2014,Dodge,Durango,Limited,suv,automatic,pa,21568.0,gold,30200.0,20k-40k
2013,Ford,Explorer,Limited,suv,automatic,md,38914.0,green,26300.0,20k-40k
2014,Kia,Soul,Base,wagon,automatic,fl,15561.0,black,12800.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,il,29782.0,silver,14100.0,20k-40k
2015,Nissan,GT-R,Premium,coupe,automatic,ca,4675.0,silver,81000.0,0-20k
2014,Jeep,Patriot,Latitude,suv,automatic,ga,19083.0,black,14500.0,0-20k
2010,Mercedes-Benz,GL-Class,GL350 BlueTEC,suv,automatic,ca,73890.0,silver,26250.0,60k-80k
2011,Hyundai,Sonata,SE,sedan,automatic,fl,56728.0,charcoal,10400.0,40k-60k
2011,Toyota,Corolla,LE,sedan,automatic,fl,39018.0,gray,10150.0,20k-40k
2013,Ford,Focus,SE,sedan,automatic,ca,54777.0,silver,9700.0,40k-60k
2012,Ford,F-150,FX4,supercrew,automatic,tx,50503.0,white,23900.0,40k-60k
2014,Infiniti,Q50,Premium,sedan,automatic,tx,16377.0,white,27400.0,0-20k
2013,Chevrolet,Silverado 1500,LT,cab,automatic,oh,39628.0,black,24250.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,automatic,tx,37169.0,silver,11300.0,20k-40k
2010,Dodge,Charger,SXT Fleet,sedan,automatic,ca,79057.0,red,10100.0,60k-80k
2011,Nissan,Frontier,SL,cab,automatic,ca,62507.0,blue,17500.0,60k-80k
2011,Infiniti,G Sedan,G37 Journey,sedan,automatic,ga,29401.0,gray,20200.0,20k-40k
2013,Ford,Taurus,SEL,sedan,automatic,mi,21714.0,red,14900.0,20k-40k
2013,Nissan,Murano,LE,suv,automatic,tn,33390.0,white,24400.0,20k-40k
2014,Nissan,Versa Note,1.6 SV,hatchback,automatic,nc,4797.0,blue,11800.0,0-20k
2013,GMC,Yukon XL,Denali,suv,automatic,tx,20003.0,white,43000.0,20k-40k
2012,MINI,Cooper,Base,hatchback,automatic,nv,38229.0,silver,11750.0,20k-40k
2012,Ram,1500,ST,cab,automatic,mi,14923.0,white,24800.0,0-20k
2012,Jeep,Patriot,Limited,suv,automatic,ga,41828.0,white,11200.0,40k-60k
2014,Ford,Fiesta,SE,sedan,automatic,mo,45336.0,silver,8900.0,40k-60k
2013,Dodge,Grand Caravan,SXT,van,automatic,ca,65518.0,black,12100.0,60k-80k
2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,automatic,wi,41071.0,black,24750.0,40k-60k
2010,GMC,Sierra 1500,SLT,cab,automatic,tn,73126.0,black,24700.0,60k-80k
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,,pa,21986.0,black,22500.0,20k-40k
2012,Volkswagen,Jetta,S,sedan,manual,nj,23090.0,—,9200.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,automatic,mn,23753.0,silver,11000.0,20k-40k
2011,Volvo,S40,T5,sedan,automatic,nc,86608.0,black,10500.0,80k-100k
2014,Chevrolet,Traverse,LTZ,suv,automatic,il,28734.0,black,32100.0,20k-40k
2014,Honda,CR-V,LX,suv,automatic,oh,13159.0,white,20800.0,0-20k
2013,Chevrolet,Impala,LT Fleet,sedan,automatic,tx,34734.0,white,11300.0,20k-40k
2013,Nissan,Maxima,3.5 S,sedan,,pa,12406.0,blue,16500.0,0-20k
2013,Hyundai,Elantra GT,Base,hatchback,automatic,wa,14609.0,silver,13800.0,0-20k
2012,Nissan,Altima,2.5 S,sedan,automatic,il,23561.0,black,12100.0,20k-40k
2012,Subaru,Outback,2.5i Premium PZEV,wagon,automatic,pa,51808.0,gray,17500.0,40k-60k
2012,Audi,Q5,3.2 Premium Plus quattro,suv,automatic,fl,27870.0,black,30200.0,20k-40k
2013,Mitsubishi,Lancer,ES,sedan,automatic,pa,51794.0,black,8200.0,40k-60k
2012,Mazda,Mazda6,i Sport,sedan,automatic,nj,22250.0,gray,10400.0,20k-40k
2015,Volkswagen,Passat,SE PZEV,sedan,automatic,il,12434.0,gray,19400.0,0-20k
2013,Hyundai,Sonata,GLS,sedan,automatic,ca,50397.0,red,11600.0,40k-60k
2013,Ford,Escape,SEL,suv,automatic,oh,23392.0,black,17000.0,20k-40k
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,van,automatic,fl,18214.0,white,22600.0,0-20k
2011,Honda,Pilot,EX,suv,automatic,tx,78920.0,white,12300.0,60k-80k
2013,Nissan,Altima,2.5,sedan,automatic,ga,11795.0,brown,16600.0,0-20k
2013,Lexus,CT 200h,Base,hatchback,automatic,ca,27702.0,white,23200.0,20k-40k
2013,Ford,Edge,SE,suv,automatic,oh,75792.0,white,14000.0,60k-80k
2012,BMW,3 Series,328i,sedan,automatic,fl,39639.0,silver,26200.0,20k-40k
2012,Dodge,Avenger,SE,sedan,automatic,ga,58423.0,white,5700.0,40k-60k
2014,Ram,2500,SLT,cab,,pa,11271.0,red,33200.0,0-20k
2013,Lexus,RX 350,Base,suv,automatic,fl,30573.0,white,30200.0,20k-40k
2013,Ford,Fiesta,SE,sedan,automatic,ca,14686.0,white,10900.0,0-20k
2013,Chevrolet,Impala,LTZ,sedan,automatic,nj,63664.0,silver,10500.0,60k-80k
2014,Chrysler,300,C,sedan,automatic,fl,9784.0,gray,23500.0,0-20k
2011,BMW,3 Series,328i,sedan,automatic,fl,53368.0,red,15300.0,40k-60k
2012,Toyota,Camry,LE,sedan,automatic,fl,34342.0,white,11100.0,20k-40k
2013,Chevrolet,Sonic,LTZ,sedan,,pa,52689.0,silver,8300.0,40k-60k
2013,Ford,Focus,SE,sedan,automatic,ca,16805.0,blue,11800.0,0-20k
2012,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,33608.0,black,19800.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,il,28134.0,white,10900.0,20k-40k
2013,Chevrolet,Volt,Base,hatchback,automatic,mn,68433.0,silver,11500.0,60k-80k
2014,Chrysler,200,LX,sedan,automatic,fl,24769.0,silver,11200.0,20k-40k
2011,Chevrolet,HHR,LS,wagon,automatic,ca,113948.0,silver,4000.0,More than 100k
2011,Infiniti,G Sedan,G37 Journey,sedan,automatic,fl,39209.0,white,20400.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,mi,60834.0,white,10500.0,60k-80k
2012,Ram,1500,Laramie,cab,,pa,42708.0,burgundy,31200.0,40k-60k
2014,Chevrolet,Cruze,1LT,sedan,automatic,il,26846.0,silver,12000.0,20k-40k
2012,Chevrolet,Malibu,LT,sedan,automatic,tx,52701.0,silver,10200.0,40k-60k
2011,Nissan,Altima,2.5 S,sedan,automatic,ca,102199.0,white,7250.0,More than 100k
2015,Chevrolet,Malibu,LTZ,sedan,automatic,ca,1.0,silver,3000.0,0-20k
2013,Ford,Fusion,SE,sedan,,nj,51271.0,—,11700.0,40k-60k
2013,Ford,Explorer,XLT,suv,automatic,mi,34279.0,white,26800.0,20k-40k
2014,BMW,3 Series,328i,sedan,automatic,nj,6404.0,black,33250.0,0-20k
2012,Infiniti,G Coupe,G37,coupe,automatic,ca,33285.0,gray,21250.0,20k-40k
2012,Honda,Accord,LX,sedan,automatic,ca,53340.0,gray,12300.0,40k-60k
2012,MINI,Cooper,Base,hatchback,automatic,nv,45842.0,blue,10500.0,40k-60k
2013,Nissan,Rogue,S,suv,,va,35544.0,silver,13200.0,20k-40k
2014,Ford,E-Series Van,E-250,van,automatic,ca,10280.0,white,18400.0,0-20k
2012,Nissan,Rogue,S,suv,automatic,il,39794.0,gray,14300.0,20k-40k
2010,BMW,6 Series,650i,convertible,automatic,ca,96747.0,black,21500.0,80k-100k
2013,Chevrolet,Impala,LT Fleet,sedan,automatic,fl,48767.0,silver,10300.0,40k-60k
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,automatic,ga,44966.0,white,22200.0,40k-60k
2012,Toyota,Corolla,LE,sedan,automatic,md,59106.0,silver,9000.0,40k-60k
2012,Chevrolet,Traverse,LS,suv,automatic,oh,40951.0,gray,16600.0,40k-60k
2013,Toyota,Camry,L,sedan,automatic,va,49682.0,—,12600.0,40k-60k
2014,Nissan,Altima,2.5 S,sedan,automatic,fl,12375.0,red,13800.0,0-20k
2012,Nissan,Sentra,2.0 SR,sedan,,pa,42080.0,red,10600.0,40k-60k
2013,Nissan,Sentra,SV,sedan,,pa,25757.0,purple,10800.0,20k-40k
2012,Chrysler,300,C,sedan,,pa,56494.0,green,17900.0,40k-60k
2011,Dodge,Journey,Mainstreet,suv,automatic,fl,106699.0,silver,7700.0,More than 100k
2014,Toyota,Camry,SE,sedan,automatic,ga,11981.0,silver,16200.0,0-20k
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,pa,66207.0,red,8500.0,60k-80k
2012,Volkswagen,Jetta,SE PZEV,sedan,,pa,37886.0,—,9000.0,20k-40k
2013,Hyundai,Elantra,Limited,sedan,automatic,tn,25776.0,silver,14500.0,20k-40k
2013,Infiniti,G Sedan,G37x,sedan,automatic,tx,22111.0,black,23200.0,20k-40k
2011,Nissan,Rogue,SV,suv,,nj,35726.0,blue,14600.0,20k-40k
2011,Infiniti,G Coupe,G37,coupe,automatic,fl,21059.0,white,21200.0,20k-40k
2012,Infiniti,G Convertible,G37,convertible,automatic,ca,35686.0,black,21250.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,mo,48971.0,gray,11200.0,40k-60k
2012,Honda,Accord,LX,sedan,,pa,24727.0,black,13000.0,20k-40k
2014,Chevrolet,Cruze,LS,sedan,automatic,tx,23818.0,white,10800.0,20k-40k
2011,Ford,F-250 Super Duty,Lariat,cab,automatic,tx,144414.0,black,17600.0,More than 100k
2011,Lexus,CT 200h,Base,hatchback,automatic,ca,26392.0,red,22500.0,20k-40k
2012,Nissan,Maxima,3.5 SV,sedan,automatic,fl,37384.0,black,15400.0,20k-40k
2012,Honda,Civic,LX,sedan,automatic,sc,46370.0,blue,12200.0,40k-60k
2012,Ford,Focus,SE,hatchback,manual,nj,36182.0,blue,8500.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,ca,57124.0,gray,11900.0,40k-60k
2011,Chevrolet,Colorado,LT2,cab,automatic,tx,58256.0,black,17000.0,40k-60k
2010,Toyota,Venza,Base,wagon,,qc,98639.0,silver,16200.0,80k-100k
2011,Kia,Forte,SX,sedan,automatic,tx,94612.0,black,5300.0,80k-100k
2014,Chrysler,200,LX,sedan,automatic,la,41108.0,red,10800.0,40k-60k
2013,Chevrolet,Sonic,LT,hatchback,automatic,wi,44769.0,silver,7400.0,40k-60k
2013,Buick,LaCrosse,Leather Group,sedan,automatic,ga,51924.0,silver,14300.0,40k-60k
2013,Toyota,Prius c,One,hatchback,automatic,fl,8546.0,red,15700.0,0-20k
2011,Jeep,Liberty,Limited,suv,automatic,co,75185.0,green,12900.0,60k-80k
2011,Dodge,Avenger,Mainstreet,sedan,automatic,nc,71837.0,black,8200.0,60k-80k
2012,Ram,1500,ST,cab,automatic,wa,91552.0,silver,11200.0,80k-100k
2012,Ford,F-150,XLT,supercrew,automatic,ut,78250.0,black,18100.0,60k-80k
2012,Dodge,Avenger,SXT,sedan,automatic,nc,82691.0,white,7000.0,80k-100k
2013,Nissan,Sentra,SV,sedan,automatic,ga,29542.0,black,11100.0,20k-40k
2013,Chevrolet,Silverado 1500,Work Truck,cab,automatic,tx,19902.0,white,16100.0,0-20k
2014,Toyota,Camry,SE,sedan,automatic,fl,32301.0,gray,15000.0,20k-40k
2013,Nissan,Altima,2.5,sedan,automatic,co,51382.0,black,12800.0,40k-60k
2014,Infiniti,QX60,Base,suv,automatic,tn,22227.0,black,40800.0,20k-40k
2011,Infiniti,G Sedan,G37x,sedan,automatic,mo,32224.0,black,17100.0,20k-40k
2013,Dodge,Charger,R/T,sedan,automatic,in,19206.0,silver,21100.0,0-20k
2011,GMC,Terrain,SLE-2,suv,automatic,mi,37905.0,white,16400.0,20k-40k
2011,Ford,Taurus,SE,sedan,automatic,il,72346.0,gray,10800.0,60k-80k
2013,Nissan,Altima,2.5,sedan,automatic,ca,39364.0,silver,13500.0,20k-40k
2012,Chevrolet,Malibu,LS,sedan,automatic,ca,112188.0,—,7650.0,More than 100k
2012,Chevrolet,Cruze,1LT,sedan,automatic,fl,34174.0,blue,10700.0,20k-40k
2014,Toyota,Camry,LE,sedan,automatic,ca,15661.0,white,15700.0,0-20k
2012,Ram,2500,SLT,cab,automatic,tx,64938.0,red,23300.0,60k-80k
2011,Ford,Mustang,V6,coupe,automatic,ny,46365.0,silver,13700.0,40k-60k
2012,Mazda,Mazda6,s Grand Touring,sedan,automatic,wi,16032.0,gray,15800.0,0-20k
2014,BMW,5 Series,535i xDrive,sedan,automatic,oh,5414.0,black,56500.0,0-20k
2010,Chevrolet,Equinox,LTZ,suv,automatic,fl,101062.0,red,9900.0,More than 100k
2012,Mazda,Mazda2,Touring,hatchback,automatic,pr,12153.0,red,10000.0,0-20k
2012,Jeep,Grand Cherokee,Limited,suv,,pa,44393.0,white,24600.0,40k-60k
2012,Kia,Soul,Base,wagon,automatic,tx,21274.0,white,11500.0,20k-40k
2013,Hyundai,Elantra,GLS,sedan,,pa,46739.0,red,9500.0,40k-60k
2013,Dodge,Dart,SE,sedan,automatic,pa,35313.0,black,9800.0,20k-40k
2014,Lincoln,MKS,Base,sedan,automatic,fl,8680.0,—,24000.0,0-20k
2012,Volkswagen,Jetta,S,sedan,automatic,nj,53473.0,white,7400.0,40k-60k
2012,Ford,F-150,Lariat,supercrew,automatic,mi,41546.0,brown,26000.0,40k-60k
2014,Kia,Forte,LX,sedan,automatic,tx,39390.0,red,11400.0,20k-40k
2015,Audi,A4,2.0T Premium,sedan,automatic,wa,4834.0,—,27750.0,0-20k
2012,Honda,Accord,SE,sedan,automatic,tn,43914.0,black,14000.0,40k-60k
2010,Nissan,Altima Hybrid,Base,sedan,automatic,wa,115505.0,gray,6700.0,More than 100k
2015,Ford,Taurus,Limited,sedan,automatic,tn,12750.0,—,23800.0,0-20k
2013,Hyundai,Elantra,GLS,sedan,automatic,ga,24053.0,blue,12700.0,20k-40k
2012,Nissan,Altima,2.5 S,sedan,automatic,il,44288.0,white,11000.0,40k-60k
2015,Chrysler,200,C,sedan,automatic,il,24491.0,brown,22750.0,20k-40k
2013,Ram,2500,Laramie Longhorn Edition,cab,automatic,tx,643.0,white,49500.0,0-20k
2013,Lexus,RX 350,Base,suv,automatic,fl,15925.0,silver,32200.0,0-20k
2012,Chevrolet,Volt,Base,hatchback,automatic,nc,59267.0,silver,11900.0,40k-60k
2011,Mercedes-Benz,M-Class,ML350 4MATIC,suv,automatic,oh,28190.0,white,28500.0,20k-40k
2012,Chevrolet,Impala,LS Fleet,sedan,automatic,nc,107424.0,white,7700.0,More than 100k
2012,Ford,E-Series Van,E-150,van,automatic,in,71029.0,white,13900.0,60k-80k
2013,Chevrolet,Sonic,LT,hatchback,,pa,51993.0,red,9700.0,40k-60k
2014,Dodge,Journey,SXT,suv,automatic,ca,24413.0,gray,17000.0,20k-40k
2014,Ram,1500,SLT,cab,automatic,pa,17546.0,gray,26400.0,0-20k
2012,Toyota,Highlander,Base,suv,,pa,45740.0,gray,22700.0,40k-60k
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,sedan,,pa,8518.0,black,24250.0,0-20k
2010,Mercedes-Benz,E-Class,E350 4MATIC,sedan,automatic,fl,64448.0,white,21800.0,60k-80k
2013,Ford,Explorer,XLT,suv,automatic,ca,56302.0,silver,21400.0,40k-60k
2013,Ford,Explorer,Limited,suv,automatic,fl,28778.0,—,27400.0,20k-40k
2013,Ford,F-150,XLT,supercrew,,pa,15338.0,blue,26500.0,0-20k
2013,Honda,Odyssey,LX,van,,pa,39119.0,brown,17100.0,20k-40k
2013,Infiniti,G Coupe,G37 Sport,coupe,automatic,ca,15355.0,gray,25000.0,0-20k
2014,Chevrolet,Impala Limited,LTZ Fleet,sedan,automatic,mi,16719.0,white,14300.0,0-20k
2013,GMC,Terrain,SLE-2,suv,automatic,tn,34362.0,gray,17800.0,20k-40k
2013,Hyundai,Accent,GLS,sedan,automatic,fl,15181.0,red,10400.0,0-20k
2013,Nissan,Altima,2.5,sedan,automatic,ma,53387.0,red,11700.0,40k-60k
2011,BMW,3 Series,328i xDrive,sedan,manual,wa,25084.0,black,18750.0,20k-40k
2013,Ford,Fusion,SE,sedan,automatic,ca,51606.0,white,13500.0,40k-60k
2014,Kia,Optima,LX,sedan,,nj,11674.0,black,15100.0,0-20k
2014,Dodge,Charger,SE,sedan,automatic,fl,22318.0,gray,16100.0,20k-40k
2013,Dodge,Avenger,SE,sedan,automatic,tn,22889.0,gray,12100.0,20k-40k
2013,Hyundai,Elantra GT,Base,hatchback,automatic,fl,4524.0,blue,14500.0,0-20k
2012,Volkswagen,Jetta,S,sedan,,pa,24750.0,gray,7900.0,20k-40k
2012,Volkswagen,Passat,S PZEV,sedan,automatic,ca,11999.0,white,13000.0,0-20k
2011,GMC,Sierra 1500,SLE,cab,automatic,oh,78521.0,black,23000.0,60k-80k
2011,Toyota,Corolla,LE,sedan,automatic,fl,30214.0,black,11200.0,20k-40k
2015,Nissan,Versa Note,1.6 SV,hatchback,automatic,il,1932.0,blue,12400.0,0-20k
2011,Dodge,Grand Caravan,C/V,van,automatic,ny,49408.0,white,3700.0,40k-60k
2014,Ford,Taurus,Limited,sedan,automatic,il,34854.0,orange,16600.0,20k-40k
2012,Dodge,Avenger,SE,sedan,automatic,ga,46549.0,black,9300.0,40k-60k
2014,Ford,Mustang,V6,convertible,automatic,il,223.0,red,23500.0,0-20k
2013,Chevrolet,Silverado 1500,LT,cab,,pa,35104.0,black,24000.0,20k-40k
2014,Infiniti,Q60 Convertible,Base,convertible,automatic,tn,28025.0,white,35000.0,20k-40k
2012,Nissan,Sentra,2,sedan,,ca,64639.0,white,9100.0,60k-80k
2014,Kia,Optima,LX,sedan,automatic,oh,11923.0,burgundy,15000.0,0-20k
2014,Chrysler,Town and Country,Touring,van,automatic,il,28102.0,white,18500.0,20k-40k
2013,Mazda,Mazda3,i Sport,sedan,manual,tn,22288.0,black,11300.0,20k-40k
2014,Ford,Fusion,Titanium,sedan,,pa,35476.0,black,16000.0,20k-40k
2012,Ford,Fusion,SE,sedan,automatic,nj,26717.0,red,11600.0,20k-40k
2012,Toyota,Corolla,S,sedan,automatic,fl,25977.0,red,12500.0,20k-40k
2013,Nissan,Versa,1.6 S Plus,sedan,automatic,ma,18080.0,white,8800.0,0-20k
2011,Mazda,Mazda3,s Sport,hatchback,automatic,ca,57553.0,white,12500.0,40k-60k
2012,Ford,F-150,XLT,supercrew,automatic,mi,33984.0,blue,25600.0,20k-40k
2014,Ford,Mustang,V6,convertible,automatic,ca,57312.0,white,14300.0,40k-60k
2014,Kia,Soul,+,wagon,automatic,tx,34989.0,brown,13300.0,20k-40k
2013,Ford,Fusion,SE,sedan,,on,64423.0,black,14400.0,60k-80k
2013,Toyota,Tundra,Tundra FFV,cab,automatic,mo,17622.0,black,28000.0,0-20k
2012,Chevrolet,Express,LS 3500,van,automatic,az,60938.0,white,15800.0,60k-80k
2012,Hyundai,Accent,GLS,sedan,automatic,tx,41416.0,red,8800.0,40k-60k
2010,Lincoln,MKZ,Base,sedan,,pa,56024.0,black,10700.0,40k-60k
2010,Chrysler,Town and Country,Touring,van,automatic,fl,83445.0,gray,5400.0,80k-100k
2014,Kia,Soul,+,wagon,automatic,oh,9733.0,white,14000.0,0-20k
2013,Hyundai,Elantra,GLS,sedan,automatic,tn,19208.0,blue,10600.0,0-20k
2012,Honda,Accord,SE,sedan,automatic,nv,30018.0,silver,14800.0,20k-40k
2011,Chevrolet,Traverse,LT1,suv,automatic,oh,42479.0,gold,17100.0,40k-60k
2014,Jeep,Cherokee,Sport,suv,automatic,ga,22227.0,black,16200.0,20k-40k
2014,Jeep,Wrangler,Unlimited Sahara,suv,automatic,tn,13216.0,silver,28900.0,0-20k
2011,Infiniti,G Coupe,G37x,coupe,automatic,co,27939.0,white,21300.0,20k-40k
2012,BMW,5 Series Gran Turismo,550i,hatchback,automatic,fl,50452.0,blue,35000.0,40k-60k
2011,Chevrolet,Malibu,LT1,sedan,,nj,63782.0,brown,8200.0,60k-80k
2011,Infiniti,G Sedan,G37x,sedan,automatic,nj,44779.0,white,20800.0,40k-60k
2011,Kia,Sorento,LX,suv,automatic,va,112937.0,silver,8900.0,More than 100k
2012,Ford,Fusion,S,sedan,automatic,md,80451.0,silver,6900.0,80k-100k
2015,Toyota,Camry,SE,sedan,,fl,13650.0,white,19200.0,0-20k
2013,Chevrolet,Equinox,LS,suv,automatic,ma,48114.0,blue,13600.0,40k-60k
2011,BMW,3 Series,328i xDrive,sedan,automatic,nv,27036.0,red,22250.0,20k-40k
2012,Honda,Accord,SE,sedan,automatic,ga,24952.0,silver,12600.0,20k-40k
2012,Nissan,Leaf,SL,hatchback,automatic,tn,10187.0,—,11000.0,0-20k
2015,BMW,4 Series,428i SULEV,coupe,automatic,ca,9463.0,white,44000.0,0-20k
2012,Buick,Verano,Leather Group,sedan,,qc,37500.0,black,14800.0,20k-40k
